category,text
entertainment,aviator  creator  in oscars snub the man who said he got oscar-nominated movie the aviator off the ground and signed up leonardo dicaprio has been shut out of the academy awards race.  charles evans jr battled over his role with the people who eventually made the film  and won a producer s credit. but he is not on the list of producers who can win a best film oscar due to a limit on the number of nominees. the oscars organisers have picked two of the aviator s four producers to be nominated for best film.  up to three producers can be named per film but the studios behind the aviator and million dollar baby failed to trim their credits - so the academy of motion pictures arts and sciences (ampas) has done it for them. the aviator s nominated producers are michael mann and graham king - with mr evans and sandy climan  mr mann s former deputy  left off. mr evans sued mr mann in 2001  claiming he came up with the idea  spent years developing it and persuaded dicaprio to play hughes - but said he was later excluded from the project. the two sides settled out of court in a deal that has remained secret apart from the fact mr evans  name has appeared as a producer when the film s credits roll. at the golden globes  mr evans - who was named among the winners when the film won best drama film - evaded a security guard to have his photo taken with dicaprio  director martin scorsese  mr mann and mr king.  ampas decided to limit the number of producers who could be nominated after shakespeare in love s victory in 1999 saw five producers collect awards. the eligible names for the aviator and million dollar baby were decided by ampas  producers branch executive committee on wednesday. the decision also saw clint eastwood get his third personal nomination for million dollar baby. he is now named in the best film category as well as being nominated for best director and best lead actor. the academy awards ceremony will be held in hollywood on 27 february. chinese actress ziyi zhang  star of crouching tiger  hidden dragon  hero and house of flying daggers  is the latest name to be added to the list of presenters on the night.
entertainment,brits return keane to number one brits success has helped return keane s award-winning album hopes and fears back to the top of the uk album chart.  the debut album  which took the best british album title at the brits on tuesday  moved up seven places from number eight to number one. also capitalising on brits success were the scissor sisters whose eponymous album moved three places to number two. u2 s latest single sometimes you can t make it on your own took the top spot in the singles chart  ahead of elvis. the track  from their current album how to dismantle an atomic bomb  pushed eminem s like toy soldiers from number one to number three.  elvis  wooden heart  which entered the chart at number two  is the sixth in a series of 18 reissues to mark the 70th anniversary of presley s birth. there are currently six re-released elvis  tracks occupying spots in the top 40 singles chart including are you lonesome tonight at number 20  it s now or never at number 27 and jailhouse rock at number 37. soldier  by destiny s child  ti and lil wayne  debuted at number four  while almost here  the duet from former westlife star brian mcfadden and delta goodrem  fell from number three to number five. there was more follow up to brits success for franz ferdinand won best rock act and best british group last week. their self-titled album moved from 13 to number four. last week s number one album tourist  by athlete  fell to number three.
tech,video phones act as dating tools technologies  from e-mail  to net chatrooms  instant messaging and mobiles  have proved to be a big pull with those looking for love.  the lure once was that you could hide behind the technology  but now video phones are in on the act to add vision. hundreds have submitted a mobile video profile to win a place at the world s first video mobile dating event. the top 100 meet their match on 30 november at london s institute of contemporary arts (ica). the event  organised by the 3g network  3  could catch on as the trend for unusual dating events  like speed dating  continues.  it s the beginning of the end of the blind date as we know it   said graeme oxby  3 s marketing director. the response has been so promising that 3 says it is planning to launch a proper commercial dating service soon. hundreds of hopefuls submitted their profiles  and special booths were set up in a major london department store for two weeks where expert tips were given on how to visually improve their chances. the 100 most popular contestants voted by the public will gather at the ica in separate rooms and  meet  by phone.  dating services and other more adult match-making services are proving to be a strong stream of revenue worth millions for mobile companies. whether it does actually provide an interesting match for video phone technologies remains to be seen. flic everett  journalist and dating expert for company magazine and the daily express  thinks technology has been liberating for some nervous soul-mate seekers. there are currently about 1.3 million video phones in use in the uk and three times more single people in britain than there were 30 years ago  with more people buying video mobiles  3g dating could be the basis for a successful and safe way to meet people.   one of the problems with video phones is people don t really know what to video. it is a weird technology. we have not quite worked out what it is for. this gives it a focus and a useful one   she told bbc news.  i would never have thought online dating would take off the way it did   she said.  lots of people find it easier to be honest writing e-mail or text than face-to-face. lots people are quite shy and they feel vulnerable.   when you are writing  it comes directly onto the page so they tend to be more honest.  but the barrier that comes with sms chat and online match-making is that the person behind the profile may not be who they really are. scare stories have put people off as a result  according to ms everett. many physical clues  body language  odd twitches  are obviously missing with sms and online dating services. still images do not necessarily provide all those necessary cues.  it could really take off because you do get the whole package. with a static e-mail picture  you don t know who the person is behind it is.  so checking out a potential date by video phone also gives singletons a different kind of barrier  an extra layer of protection; a case of wlts before wltm.  if you are trapped in real-life blind date context  you can t get away and you feel embarrassed.  with a video meeting  you really have the barrier of the phone so if you don t like them you don t have to suffer the embarrassment.   there is a more serious side to this new use of technology though. with money being made through more adult-themes content and services which let people meet and chat  the revenue streams for mobile carriers will grow with 3g  thinks paolo pescatore mobile industry specialist for analysts idc.  wireless is a medium that is being exploited with a number of features and services. one is chatting and the dating element is key there   he said.  the foundation has been set by sms and companies are using media like mms and video to grow the market further.  but carriers need to be wary and ensure that if they do launch such 3g dating services  they ensure mechanism are in place to monitor and be aware who is registers and accesses these services on regular basis  he cautioned. in july  vodafone introduced a content control system to protect children from such adult content. the move was as a result of a code of practice agreed by the uk s six largest mobile phone operators in january. the system means vodafone users need to prove they are over 18 before firewalls are lifted on explicit websites or chat rooms dealing with adult themes. the impetus was the growing number of people with handsets that could access the net  and the growth of 3g technologies.
tech,domain system scam fear a system to make it easier to create website addresses using alphabets like cyrillic could open a back door for scammers  a trade body has warned.  the internationalised domain names system has been a work in progress for years and has recently been approved by the internet electronic task force. but the uk internet forum (ukif) is concerned that the system will let scammers create fake sites more easily. the problem lies in the computer codes used to represent language.  registering names that look like that of legitimate companies but lead users to fake sites designed to steal passwords and credit card details could become a whole lot easier for determined scammers  says stephen dyer  director of ukif. domain names are the  real language  addresses of websites  rather than their internet protocol address  which is a series of numbers. they are used so people can more easily navigate the web. so-called ascii codes are used to represent european languages but for other languages a hybrid of a system called unicode is used. so  for example  website paypal could now be coded using a mixture of the latin alphabet and the russian alphabet. the resulting domain as displayed to the users would look identical to the real site as a russian  a  look just like an english  a . but the computer code would be different  and the site it would lead users to could be a fake. this is more than just a theory. a fake paypal.com has already been registered with net domain giant verisign by someone who has followed the debate around the internationalised domain name (idn) system  said mr dyer. as the idea was to prove a point rather than be malicious the fake domain has now been handed back to paypal but it sets a worrying precedent  mr dyer said.  although the idn problem is well known in technical circles  the commercial world is totally unaware how easily their websites can be faked   said mr dyer.   it is important to alert users that there is a new and invisible and almost undetectable way of diverting them to what looks like a perfectly genuine site   he added. there are solutions. for instance  browsers could spot domains that use mixed characters and display them in different colours as a warning to users. mr dyer acknowledged that it would be a huge undertaking to update all the world s browsers. another solution  to introduce idn-disabled browsers could be a case of  throwing out the baby with the bath water   he said. centr  the council of european national top level domain registries  agrees.  a rush to introduce idn-disabled browsers into the marketplace is an overly-zealous step that will harm public confidence in idns - a technology that is desperately needed in the non-english speaking world   the organisation said in a statement.
sport,italy 17-28 ireland two moments of magic from brian o driscoll guided ireland to a workmanlike victory against italy.  a pair of classic outside breaks from the ireland captain set up tries for geordan murphy and peter stringer. italy led 9-8 early in the second half but stringer s try gave ireland a lead they never lost. the hosts cut the gap to 18-12 with 10 minutes left and nearly scored through ludovico nitoglia  but denis hickie s try ensured an irish victory. italy came flying out of the blocks and took the lead through a luciano orquera penalty after seven minutes.  it could have been better for the hosts but the fly-half missed two kickable penalties and ireland drew level with a ronan o gara penalty midway through the first half. the italians were driving at the heart of the irish defence and  for the first quarter  the irish pack struggled to secure any ball for their talented backs.  when they finally did  just before the half-hour mark  o driscoll promptly created a sparkling try for murphy. the ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving murphy in at the corner. o gara missed the twice-taken conversion and the visitors found themselves trailing once again. roland de marigny took over the kicking duties for italy from the hapless orquera  and he landed a penalty either side of the break to edge italy into a 9-8 lead.  the only ireland player offering a real threat was o driscoll  and it was his break that set up the second try for the visitors. shane horgan threw an overhead pass as he was about to be forced into touch and stringer scooted over  with o gara landing the tricky conversion. a penalty apiece saw ireland leading 18-12 as the game entered the final quarter  but they were lucky to survive when italy launched a series of attacks. winger nitoglia dropped the ball as he reached for the line and italy nearly rumbled over from a driving maul.  an o gara penalty put ireland more than a converted try ahead and they made the game safe when hickie latched onto an inside pass from murphy and crossed for a converted try. o driscoll limped off late on  joining centre partner gordon d arcy on the sidelines  and the final word went to italy. prop martin castrogiovanni powered over for a try which was fitting reward for an italian pack which had kept the irish under pressure throughout.  de marigny; mi bergamasco  canale  masi  nitoglia; orquera  troncon; lo cicero  ongaro  castrogiovanni; dellape  bortolami; persico  ma bergamasco  parisse.  perugini  intoppa  del fava  dal maso  griffen  pozzebon  robertson.  murphy  horgan  o driscoll  d arcy  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  s easterby  leamy  foley.  sheahan  horan  o callaghan  miller  g easterby  humphreys  dempsey.  p o brien (new zealand)
sport,ivanovic seals canberra victory serbia s ana ivanovic captured her first wta title with a straight-sets victory over hungarian melinda czink in the final of the canberra classic.  the 17-year-old took 83 minutes to take the match 7-5 6-1. ivanovic beat czink in the last round of qualifying but the hungarian made the main draw as a lucky loser after katarina srebotnik withdrew injured. ivanovic said:  i was really nervous in the beginning  but i pulled through and didn t do too much wrong.  a junior wimbledon finalist last year  she added:  it s my first wta title  and to win it has really given me more energy to practice and improve.  ivanovic will play 32nd seed iveta benesova of the czech republic in the first round.said of the australian open in melbourne.
entertainment,uk directors guild nominees named martin scorsese and clint eastwood are among the nominees for the top prize at the directors guild of great britain awards  now in their second year.  the oscar rivals will compete for the international film prize at the ceremony  to be held at the curzon mayfair cinema in london on 20 march. other nominees include bill condon for kinsey and michel gondry for eternal sunshine of the spotless mind. mike leigh s vera drake is among the nominees for best british film. the awards will see eastwood and scorsese once again competing for the directing prize  following last weekend s oscars. clint eastwood won best director for million dollar baby  beating scorsese who was nominated for a fifth time for the howard hughes biopic the aviator. mike leigh will compete for the british film prize with shane meadows for dead man s shoes  roger michell for enduring love and my summer of love director pawel pawlikowski.  nominees for best foreign film include spain s pedro almodovar for bad education and hong kong director wong kar-wai for 2046. in the tv categories  comedy series early doors and the alan clark diaries will compete for the best directing award for a 30-minute television show  while the directors of shameless  hustle and bodies are all nominated for the 60-minute television prize. the directors of omagh and sex traffic are among the nominees for a television movie or mini-series. american beauty s sam mendes will receive a lifetime achievement award for his work in film and theatre  while theatre director simon mcburney will be given an award for outstanding directorial achievement.
entertainment,de niro film leads us box office film star robert de niro has returned to the top of the north american box office with his film hide and seek.  the thriller shot straight to the number one spot after taking $22m (£11.7m) at the box office. de niro recently spent three weeks at the top with comedy meet the fockers  which was at number five this week. oscar hopefuls the aviator  million dollar baby and sideways all cashed in on their multiple nominations with stronger ticket sales.  in hide and seek  de niro plays a widower whose daughter has a creepy imaginary friend. despite lukewarm reviews from critics  the film took more than the expected $18m (£9.5m).  the element of a real actor in a psychological thriller certainly elevated it   said bruce snyder  president of domestic distribution at 20th century fox. clint eastwood s million dollar baby led the oscar hopefuls with $11.8m (£6.3m)  coming in at number three during its first weekend of wide release. the aviator  a film biography of howard hughes that leads the oscar field with 11 nominations  was at number six for the weekend with $7.5m (£4m). oscar best-picture nominee sideways entered the top ten for the first time in its 15th week of release. it came in seventh $6.3 (£3.35m). last week s top film  ice cube s road-trip comedy are we there yet   slipped to second place with $17m (£9m)  while coach carter fell two places to number four  taking $8m (£4.25m) in its third week. rounding out the top ten were in good company - starring dennis quaid and scarlett johansson - racing stripes and assault on precinct 13.
tech,mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th anniversary this weekend.  britain s first mobile phone call was made across the vodafone network on 1 january 1985 by veteran comedian ernie wise. in the 20 years since that day  mobile phones have become an integral part of modern life and now almost 90% of britons own a handset. mobiles have become so popular that many people use their handset as their only phone and rarely use a landline.  the first ever call over a portable phone was made in 1973 in new york but it took 10 years for the first commercial mobile service to be launched. the uk was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked. the first call was made from st katherine s dock to vodafone s head office in newbury which at the time was over a curry house. for the first nine days of 1985 vodafone was the only firm with a mobile network in the uk. then on 10 january cellnet (now o2) launched its service. mike caudwell  spokesman for vodafone  said that when phones were launched they were the size of a briefcase  cost about £2 000 and had a battery life of little more than 20 minutes.   despite that they were hugely popular in the mid-80s   he said.  they became a yuppy must-have and a status symbol among young wealthy business folk.  this was also despite the fact that the phones used analogue radio signals to communicate which made them very easy to eavesdrop on. he said it took vodafone almost nine years to rack up its first million customers but only 18 months to get the second million.  it s very easy to forget that in 1983 when we put the bid document in we were forecasting that the total market would be two million people   he said.  cellnet was forecasting half that.  now vodafone has 14m customers in the uk alone. cellnet and vodafone were the only mobile phone operators in the uk until 1993 when one2one (now t-mobile) was launched. orange had its uk launch in 1994. both newcomers operated digital mobile networks and now all operators use this technology. the analogue spectrum for the old phones has been retired. called global system for mobiles (gsm) this is now the most widely used phone technology on the planet and is used to help more than 1.2 billion people make calls. mr caudwell said the advent of digital technology also helped to introduce all those things  such as text messaging and roaming that have made mobiles so popular.
entertainment,tough schedule delays elliot show preview performances of the £3m musical billy elliot have been delayed to give the child actors a less arduous rehearsal schedule.  director stephen daldry made the decision to re-schedule the previews to protect the young stars. three boys will rotate the demanding role of ballet dancer billy  which requires them to sing  dance and act. the show s opening night on 12 may at the victoria palace theatre in london remains unaffected by the changes. preview performances will now be held on 14  20 and 27 april.  this is one of the most ambitious projects i have been involved with   said daldry.  the decision has been made to push back our preview performances in order to give our company  with a cast including 45 children  a little extra time so they are as fully prepared as possible.   he added:  the young billy elliots in particular  making their professional stage debuts in the west end  will benefit from a little extra time to familiarise themselves with all aspects of the production.   the three boys playing billy are james lomas  15  george maguire  14  and liam mower  12. the other major child parts will also be rotated between young actors. such are the demands of the show that producers set up a stage school in newcastle to train potential stars for the show. child labour laws also mean the young actors can only work for a limited period each week. adult actors in the show include tim healy as billy s father and haydn gwnne as his dance teacher mrs wilkinson. sir elton john has composed the music. daldry directed the successful film version of billy elliot  adapted from lee hall s script. both were nominated for oscars  alongside julie walters  who played billy s teacher.
politics,uk helps raped rwandan women britain is to give a £4m grant to help women survivors of the rwandan genocide who were raped and often deliberately infected with hiv/aids.  an estimated 25 000 girls and women were raped during the 1994 genocide. about 800 000 tutsis and moderate hutus were killed by hutu militias after the assassination of an ethnic hutu leader. the five-year department for international development funding will enable more survivors to have access to anti-retroviral treatment.  the plight of the infected women was overshadowed for a long time. it was overshadowed by rwanda s emergence from the 100 days of slaughter  during which time the mass killings took place  and the women s fate was largely a taboo subject. but many of the women were widowed and they now not only have their own children to care for but  in many cases  orphans too.  as the women die  the number of rwanda s orphans rises. until recently  very few of the women have had access to anti-retroviral treatment. that is now starting to change. this funding is intended to make anti-retrovirals and other care available for some 2 500 women. mary kayitesi blewitt  founder of the survivors fund (surf)  one of the organisations through which the funds are being channelled  said it was a recognition  before it was too late  that the survivors should be a priority for help.
tech,bush website blocked outside us surfers outside the us have been unable to visit the official re-election site of president george w bush.  the blocking of browsers sited outside the us began in the early hours of monday morning. since then people outside the us trying to browse the site get a message saying they are not authorised to view it. the blocking does not appear to be due to an attack by vandals or malicious hackers  but as a result of a policy decision by the bush camp.  the international exclusion zone around georgewbush.com was spotted by net monitoring firm netcraft which keeps an eye on traffic patterns across many different sites. netcraft said that since the early hours of 25 october attempts to view the site through its monitoring stations in london  amsterdam and sydney failed.  by contrast netcraft s four monitoring stations in the us managed to view the site with no problems. the site can still be seen using anonymous proxy services that are based in the us. some web users in canada also report that they can browse the site. the pattern of traffic to the website suggests that the blocking was not due to an attack by vandals or politically motivated hackers. geographic blocking works because the numerical addresses that the net uses to organise itself are handed out on a regional basis. on 21 october  the george w bush website began using the services of a company called akamai to ensure that the pages  videos and other content on its site reaches visitors. mike prettejohn  president of netcraft  speculated that the blocking decision might have been taken to cut costs  and traffic  in the run-up to the election on 2 november. he said the site may see no reason to distribute content to people who will not be voting next week. managing traffic could also be a good way to ensure that the site stays working in the closing days of the election campaign. however  simply blocking non-us visitors also means that americans overseas are barred too. akamai declined to comment  saying it could not talk about customer websites.
entertainment,black sabbath top rock album poll black sabbath have topped a list of the best british rock albums of all time.  the band once fronted by ozzy osbourne led a poll of kerrang! magazine readers with their 1970 self-titled debut. the band have three more efforts on the list  including fifth-placed paranoid. osbourne appears more than any other act  with two solo records featured. the top five includes led zeppelin  iron maiden and sex pistols. queen  muse  manic street preachers and the clash complete the top 10. a mix of heavy metal  punk  glam rock and even dance music makes up the list. motorhead  judas priest and prodigy are included along with newer acts like the darkness and lostprophets.  kerrang! editor ashley bird said:  it s amazing to see so many incredible homegrown albums in one list  and without any of the abysmal fashion bands that currently clog up the music scene.  these are the real opinions of proper rock fans.   formed by four teenage friends in the west midlands in the late 1960s  black sabbath are one of britain s most successful heavy rock bands. their debut was a uk top 10 hit in 1970 and sold more than a million copies in the us. osbourne said the band s success in the kerrang! poll was a triumph for british rock. he said:  back then you d hear:  if you go to san francisco  be sure to wear a flower in your hair .  we lived in aston  birmingham. the only flowers i ever saw were on a gravestone in our local cemetery.  despite being disliked by many critics  black sabbath s subsequent albums included multi-million sellers but internal rows led to osbourne leaving in 1979. the band continued without osbourne  who went on to solo success but also had to battle alcoholism and legal action over his music allegedly inciting teenagers to commit suicide. he was eventually cleared of the charges. osbourne  who bit off the head of a live bat on stage in 1982  rejoined the band to play the live aid charity concert in 1985. after many changes in line-up  the original four members reunited to play live dates in 1997. black sabbath have reunited regularly in recent years while osbourne has gone on to wider fame with his family through mtv documentary series the osbournes.
business,vodafone appoints new japan boss vodafone has drafted in its uk chief executive william morrow to take charge of its troubled japanese operation.  mr morrow will succeed shiro tsuda as president of vodafone kk  japan s number three mobile operator  in april. mr tsuda  who will become chairman  was appointed president only two months ago but the business has struggled since then  losing customers in january. vodafone had pinned its hopes on the launch of its 3g phones in november but demand for them has been slow.  while it has more than 15 million customers in japan  vodafone has found it difficult to satisfy japan s technologically demanding mobile users. it suffered a net loss of more than 58 000 customers in january  its second monthly reverse in the last year.  vodafone is going to need to put a lot of money into japan if it wants to rebuild the business   tetsuro tsusaka  a telecoms analyst with deutsche bank  told reuters.  i do not know if it will be worth it for them to spend that kind of money just for japan.
tech,hotspot users gain free net calls people using wireless net hotspots will soon be able to make free phone calls as well as surf the net.  wireless provider broadreach and net telephony firm skype are rolling out a service at 350 hotspots around the uk this week. users will need a skype account - downloadable for free - and they will then be able to make net calls via wi-fi without paying for net access. skype allows people to make free pc-based calls to other skype users.  users of the system can also make calls to landlines and mobiles for a fee. the system is gaining in popularity and now has 28 million users around the world. its paid service - dubbed skype out - has so far attracted 940 000 users. it plans to add more paid services with forthcoming launches of video conferencing  voice mail and skype in  a service which would allow users to receive phone calls from landlines and mobiles. london-based software developer connectotel has unveiled software that will expand the sms functions of skype  allowing users to send text messages to mobile phones from the service. broadreach networks has around two million users and hotspots in places such as virgin megastores  the travelodge chain of hotels and all london s major rail terminals. the company is due to launch wi-fi on virgin trains later in the year.  skype s success at spreading the world about internet telephony is well-known and we are delighted to be offering free access to skype users in our hotspots   commented broadreach chief executive magnus mcewen-king.
sport,wenger steps up row arsene wenger has stepped up his feud with sir alex ferguson by claiming the manchester united manager is guilty of bringing football into disrepute.  the pair s long-running row was put back in the headlines on saturday when ferguson said his arsenal counterpart was  a disgrace . wenger initially refused to bite back  saying only:  i will never answer any questions any more about this man.  but now he claims ferguson should be punished by the football association. the latest twist in the ferguson-wenger saga came on saturday when the united boss  in an interview with the independent newspaper  discussed the events after the game between the two sides in october. united won 2-0 that day  at old trafford  but the game was followed by a now notorious food fight which saw ferguson s clothes covered in soup and pizza. the sides meet again at highbury on 1 february.  in the tunnel wenger was criticising my players  calling them cheats  so i told him to leave them alone and behave himself   ferguson said on saturday.  he ran at me with hands raised saying  what do you want to do about it    to not apologise for the behaviour of the players to another manager is unthinkable. it s a disgrace  but i don t expect wenger to ever apologise  he s that type of person.   those allegations were put to wenger after saturday s game at bolton  which arsenal lost to slip 10 points behind chelsea in the title race. at first he said only:  i ve always been consistent with that story and told you nothing happened.  if he has to talk  he talks. if he wants to make a newspaper article  he makes a newspaper article.  he doesn t interest me and doesn t matter to me at all. i will never answer to any provocation from him any more.  he does what he likes in england anyway. he can go abroad one day and see how it is.  but later on saturday  according to the independent  wenger spoke to a smaller group of reporters and expanded on his reaction.  i have no diplomatic relations with him   the arsenal boss is quoted as saying.  what i don t understand is that he does what he wants and you (the press) are all at his feet.   the situation (concerning the food fight) has been judged and there is a game going on in a month.  the managers have a responsibility to protect the game before the game. but in england you are only punished for what you say after the game.  now the whole story starts again. i don t go into that game. we play football. i am a football manager and i love football above all ... no matter what people say.  reminded that ferguson called him  a disgrace   wenger added:  i don t respond to anything. in england you have a good phrase. it is  bringing the game into disrepute .  but that is not only after a game  it is as well before a game.   ferguson had also claimed that united chief executive david gill and arsenal vice-chairman david dein had agreed at boardroom level not to discuss the incident in public. but ferguson added:  in the ensuing weeks all you got was a diatribe from arsenal about being kicked off the pitch and all that nonsense. gill phoned dein three times to complain but nothing was done.  the return is on 1 february and they will come out with another diatribe.  david gill and i feel we should set the record straight because arsenal have not written to us to apologise and we would not let that happen here.  meanwhile  the league managers association have offered to act as peacemakers in the hope of resolving the on-going row. during that stormy game in october  united striker ruud van nistelrooy caught arsenal s ashley cole with one particularly strong tackle. wenger later accused van nistelrooy of  cheating  and was fined £15 000 and  severely reprimanded  by the football association. ferguson admitted on saturday that van nistelrooy s tackle  which earned the dutchman a ban   could have given (cole) a serious injury   but he believes arsenal were the main aggressors.   wenger is always complaining the match was not played in the right spirit   he added.  they are the worst losers of all time  they don t know how to lose. maybe it is just manchester united  they don t lose many games to other teams.  we tend to forget the worst disciplinary record of all time was arsenal s up until last season. in fairness it has improved and now they are seen as paragons of virtue.  but to wenger it never happens  it is all some dream or nightmare.
business,yukos loses us bankruptcy battle a judge has dismissed an attempt by russian oil giant yukos to gain bankruptcy protection in the us.  yukos filed for chapter 11 protection in houston in an unsuccessful attempt to halt the auction of its yugansk division by the russian authorities. the court ruling is a blow to efforts to get damages for the sale of yugansk  which yukos claims was illegally sold. separately  former yukos boss mikhail khodorkovsky began testimony on friday in his trial for fraud and tax evasion.  mr khodorkovsky - who has been in jail for more than a year - pleaded not guilty to the charges brought against him and denied involvement in any criminal activities.  i pride myself on heading for 15 years a number of successful companies and helping other enterprises rise from their knees   he told a russian court.  yugansk was auctioned to help pay off $27.5bn (£14.5bn) in unpaid taxes. it was bought for $9.4bn by a previously-unknown group  which was in turn bought up almost immediately by state-controlled oil company rosneft.  texas judge letitia clark said yukos did not have enough of a us presence to establish us jurisdiction.  the vast majority of the business and financial activities of yukos continue to occur in russia   judge clark said in her ruling.  such activities require the continued participation of the russian government.  yukos had argued that a us court was entitled to declare it bankrupt before its yugansk unit was sold  since it has local bank accounts and its chief finance officer bruce misamore lives in houston. yukos claimed it sought help in the us because other forums - russian courts and the european court of human rights - were either unfriendly or offered less protection. russia had indicated it would in any case not abide by the rulings of the us courts.  in her ruling  the judge acknowledged that  it appears likely that agencies of the russian government have acted in a manner that would be considered confiscatory under united states law . but she said her role was simply to decide on jurisdiction. the us court s jurisdiction had been challenged by deutsche bank and gazpromneft  a former unit of russian gas monopoly gazprom which is due to merge with rosneft. analysts said the ability of gazprom and rosneft to trade freely overseas had been stifled while the ownership of yugansk remained unclear.  yukos said it would consider its options in light of the ruling. however  it claimed that the court had backed its argument in four out of five key issues.  we believe the merits of our case are strong and simple   said chief executive steven theede.  our assets were illegally seized. we want them back or damages paid.
entertainment,howl helps boost japan s cinemas japan s box office received a 3.8% boost last year  with ticket sales worth 211bn yen (£1.08bn).  the surge was led by animated movie howl s moving castle  which took 20bn yen (£102m) to become the biggest film in japan in 2004. it is expected to match the 30.7bn yen (£157m) record of hayao miyazaki s previous film spirited away. japan motion picture producers figures showed that 170 million cinema admissions were made in japan in 2004. the last samurai  starring tom cruise  was the biggest foreign movie hit in japan last year  taking 13.8bn yen (£70.7m).  it was followed by harry potter and the prisoner of azkaban  finding nemo and the lord of the rings: the return of the king. the second highest-grossing japanese film was romantic drama crying out love in the centre of the world  followed by be with you and pocket monsters advanced generation. japanese films accounted for 37.5% of japan s box office total last year  with foreign films taking the remaining 62.5%. this represented a 4.5% gain for the proportion of japanese films in 2004 compared to 2003. the number of japanese films released rose to 310 in 2004 from 287 the previous year. sales of movies on dvd and video amounted to 497bn yen (£2.54bn) for the year.
entertainment,mccririck out of big brother show racing pundit john mccririck has become the latest contestant to be evicted from celebrity big brother.  he was nominated to leave the channel 4 show by fellow housemates  alongside happy mondays dancer bez. at one time bez was among the most popular contestants but he has since become withdrawn and argumentative. mccririck was ordered to leave the house on monday  following jackie stallone  the actor sylvester s mother  who was first to be evicted. bez reacted badly to the news that he had been nominated by five of his fellow housemates  whilst john received four votes against him. sylvester stallone s ex-wife brigitte nielsen nominated both john and bez. she said:  bez is a difficult human being. there s something wrong with him. even though he s making an effort  he s not very happy in here.  former holby city actor jeremy edwards said he had nominated bez after he became agitated on friday night and talked about escaping over the wall to go clubbing. he said bez was being  loopy  and  stressed . according to bookmaker ladbrokes  john mccririck was 1/3 favourite to be evicted on monday while bez was at 9/4 . mccririck faced the public vote on friday and received 67% of the vote to keep him in the house  whilst jackie stallone was evicted.
tech,apple ipod family expands market apple has expanded its ipod family with the release of its next generation of the digital music players.  its latest challenges to the growing digital music gadget market include an ipod mini model which can hold 6gb compared to a previous 4gb. the company  which hopes to keep its dominant place in the digital music market  also said the gold coloured version of the mini would be dropped. a 30gb version has also been added to the ipod photo family. the latest models have a longer battery life and their prices have been cut by an average of £40. the original ipod took an early lead in the digital music player market thanks to its large storage capacity and simple design.  during 2004 about 25 million portable players were sold  10 million of which were apple ipods. but analysts agree that the success is also down to its integration with the itunes online store  which has given the company a 70% share of the legal download music market. mike mcguire  a research director at analyst gartner  told the bbc news website that apple had done a good job in  sealing off the market from competition  so far.  they have created a very seamless package which i think is the idea of the product - the design  function and the software are very impressive   he said. he added that the threat from others was always present  however.  creative  other microsoft-partnered devices  real  sony and so on  are ratcheting up the marketing message and advertising   he said. creative was very upbeat about how many of its creative zen players it had shipped by the end of last year  he said. its second-generation models  like the creative zen micro photo  is due out in the summer. it will have 5gb of memory on board.  digital music players are now the gadget of choice among young americans  according to recent research by the pew internet and american life project. one in 10 us adults - 22 million people - now owns a digital music player of some sort. sales of legally downloaded songs also rose more than tenfold in 2004  according to the record industry  with 200 million tracks bought online in the us and europe in 12 months. the ifpi industry body said that the popularity of portable music players was behind the growth. analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.  people are also starting to use them in novel ways. some are combining automatic syncing functions many of them have with other net functions to automatically distribute diy radio shows  called podcasts. but 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets. according to mr mcguire  research suggests that people like the idea of building up huge libraries of music  which they can do with high-capacity storage devices  like ipods and creative zens. mobiles do not yet have this capacity though  and there are issues about the ease of portability of mobile music. mr mcguire said apple was ensuring it kept a foot in the mobile music door with its recent deal with motorola to produce a version of itunes for motorola phones.
entertainment,t in the park sells out in days tickets for scotland s biggest music festival have sold out in record time  five months before the event is held.  the 12th annual t in the park festival  which takes place at balado near kinross in july  sold out just four days after the line-up was announced. green day  the foo fighters and keane are among the acts that had already been lined up to appear at the event. however  the organisers have revealed scots favourites travis as well as soulman james brown will also appear.  last year tickets sold out 10 weeks before the festival but organisers confirmed that all 130 000 for the two-day event had been sold. geoff ellis  ceo of festival organisers big day out ltd  said this year s event promises to be the best yet.  after last year s sell-out  we did think this year s event would sell slightly earlier  however this is way beyond our expectations   mr ellis said.   we are extremely proud that fans are so excited about t in the park that they have made absolutely sure that their place at balado is booked for 2005  and we will deliver one of the greatest events yet for them in july.  more than 120 acts will play on eight stages over the weekend of 9 and 10 july. brit award winners keane and the streets are among the main attractions  while the killers and dance act the prodigy are also on the bill. both green day and the foo fighters last played at the festival in 2002  the same year oasis and basement jaxx were among the headline acts.
